"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LGWI2X9C","journalArticle","2022","Urbina-Nájera, A.B.; Méndez-Ortega, L.A.","Predictive Model for Taking Decision to Prevent University Dropout","International Journal of Interactive Multimedia and Artificial Intelligence","","1989-1660","10.9781/ijimai.2022.01.006","","Dropout is an educational phenomenon studied for decades due to the diversity of its causes, whose effects fall on society's development. This document presents an experimental study to obtain a predictive model that allows anticipating a university dropout. The study uses 51,497 instances with 26 attributes obtained from social sciences, administrative sciences, and engineering collected from 2010 to 2019. Artificial neural networks and decision trees were implemented as classification algorithms, and also, algorithms of attribute selection and resampling methods were used to balance the main class. The results show that the best performing model was that of Random Forest with a Matthew correlation coefficient of 87.43% against 53.39% obtained by artificial neural networks and 94.34% accuracy by Random Forest. The model has allowed predicting an approximate number of possible dropouts per period, contributing to the involved instances in preventing or reducing dropout in higher education. © 2022, Universidad Internacional de la Rioja. All rights reserved.","2022","2023-01-03 16:52:06","2023-01-03 16:52:06","","205-213","","4","7","","","","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\nasta\Zotero\storage\TIEN9VUB\Urbina-Nájera and Méndez-Ortega - 2022 - Predictive Model for Taking Decision to Prevent Un.pdf","","","Artificial Neural Network; Decision Trees; Dropouts; Educational Data Mining; Higher Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75D8CYLV","journalArticle","2022","Yacoub, M.F.; Maghawry, H.A.; Helal, N.A.; Gharib, T.F.; Ventura, S.","An Enhanced Predictive Approach for Students' Performance","International Journal of Advanced Computer Science and Applications","","2158-107X","10.14569/IJACSA.2022.01304101","","Applying data mining for improving the outcomes of the educational process has become one of the most significant areas of research. The most important corner stone in the educational process is students' performance. Therefore, early prediction of students' performance aims to assist at-risk students by providing appropriate and early support and intervention. The objective of this paper is to propose an enhanced predictive model for students' performance prediction. Selecting the most important features is a crucial indicator for the academic institutions to make an appropriate intervention to help students with poor performance and the top influencing features were selected in feature selection step besides the dimensionality reduction and build an efficient predictive model. DB-Scan clustering technique is applied to enhance the proposed predictive model performance in the preprocessing step. Various classification techniques are used such as Decision Tree, Logistic regression, Naive Bayes, Random Forest, and Multilayer Perceptron. Moreover ensemble method is used to solve the trade-off between the bias and the variance and there are two proposed ensemble methods through the experiments to be compared. The proposed model is an ensemble classifier of Multilayer Perceptron, Decision Tree, and Random Forest classifiers. The proposed model achieves an accuracy of 83.16%. © 2022. All Rights Reserved.","2022","2023-01-03 16:52:34","2023-01-03 16:52:34","","879-883","","4","13","","","","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\nasta\Zotero\storage\L7QPRWRN\Yacoub et al. - 2022 - An Enhanced Predictive Approach for Students' Perf.pdf","","","classification; Educational data mining; feature selection; machine learning; students' performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LHRKIPN4","conferencePaper","2021","Sathiyapriya., S.; Kanagaraj., A.","Student performance prediction using modified chicken swarm optimization and improved conditional generative adversarial network -with parallel support vector machine over educational data","","978-1-66542-829-3","","10.1109/ICAECA52838.2021.9675731","","A massive estimation of computerized data is been created for an extensive combination in the data mining area. The conception of student performance prediction models focused to classify the academic performance of student is the important factor of the growth of Education Data Mining (EDM). It is one of the important and predictable processes that are performed over the huge education background. Data mining methods are employed to build the prediction models for the educational dataset. But it has issue with huge amount of features from the specified dataset hence the prediction accuracy of student's performance is degraded significantly. To overcome the above mentioned problems, in this work, Improved Conditional Generative Adversarial Network -with Parallel Support Vector Machine (ICGAN-PSVM) algorithm is proposed. It is focused to predict students' performance under supportive learning through school and family tutoring which increases the prediction accuracy considerably. This research includes main steps are feature selection and prediction process. The feature selection process is done via Modified Chicken Swarm Optimization (MCSO) algorithm. It is utilized to choose the more appropriate features from the University dataset. The objective function of MCSO algorithm is used to improve the students' performance via selecting best fitness features. Then the prediction is performed by using ICGAN-PSVM algorithm which is used to classify the more accurate student's performance prediction results. From the experimental result, it concludes that the proposed ICGAN-PSVM algorithm gives higher sensitivity, specificity and Area under the Receiver Operating Characteristic Curve (AUC) rather than the existing algorithms © 2021 IEEE.","2021","2023-01-03 16:53:41","2023-01-03 16:53:42","","","","","","","","","","","","","","","English","","","Scopus","","Scopus","","","","","","","academic performance; classification; Educational Data Mining (EDM); feature selection; Improved Conditional Generative Adversarial Network (ICGAN); Parallel Support Vector Machine (PSVM)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 International Conference on Advancements in Electrical, Electronics, Communication, Computing and Automation, ICAECA 2021","","","","","","","","","","","","","","",""
"WJTUKF6Q","journalArticle","2021","Zaffar, M.; Hashmani, M.A.; Habib, R.; Quraishi, K.S.; Irfan, M.; Alqhtani, S.; Hamdi, M.","A hybrid feature selection framework for predicting students performance","Computers, Materials and Continua","","1546-2218","10.32604/cmc.2022.018295","","Student performance prediction helps the educational stakeholders to take proactive decisions and make interventions, for the improvement of quality of education and to meet the dynamic needs of society. The selection of features for student's performance prediction not only plays significant role in increasing prediction accuracy, but also helps in building the strategic plans for the improvement of students' academic performance. There are different feature selection algorithms for predicting the performance of students, however the studies reported in the literature claim that there are different pros and cons of existing feature selection algorithms in selection of optimal features. In this paper, a hybrid feature selection framework (using feature-fusion) is designed to identify the significant features and associated features with target class, to predict the performance of students. The main goal of the proposed hybrid feature selection is not only to improve the prediction accuracy, but also to identify optimal features for building productive strategies for the improvement in students' academic performance. The key difference between proposed hybrid feature selection framework and existing hybrid feature selection framework, is two level feature fusion technique, with the utilization of cosine-based fusion. Whereas, according to the results reported in existing literature, cosine similarity is considered as the best similarity measure among existing similarity measures. The proposed hybrid feature selection is validated on four benchmark datasets with variations in number of features and number of instances. The validated results confirm that the proposed hybrid feature selection framework performs better than the existing hybrid feature selection framework, existing feature selection algorithms in terms of accuracy, f-measure, recall, and precision. Results reported in presented paper show that the proposed approach gives more than 90% accuracy on benchmark dataset that is better than the results of existing approach. © 2021 Tech Science Press. All rights reserved.","2021","2023-01-03 16:54:01","2023-01-03 16:54:01","","1893-1920","","1","70","","","","","","","","","","English","","","Scopus","","Scopus","","","","","","","Educational data mining; Feature selection; Hybrid feature selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCUYHA9W","journalArticle","2021","Zaffar, M.; Hashmani, M.A.; Savita, K.S.; Khan, S.A.","A review on feature selection methods for improving the performance of classification in educational data mining","International Journal of Information Technology and Management","","1461-4111","10.1504/IJITM.2021.114161","","Educational data mining (EDM) evaluates and predicts students' performance that assists to discover important factors affecting students' academic performance and also guides educational managers to make appropriate decisions accordingly. The most common technique for discovering meaningful information from the educational database is classification. The accuracy of classification algorithms on educational data can be increased by applying feature selection algorithms. Feature selection algorithms help in selecting robots and meaningful features for predicting students' performance with high accuracy. This paper presents different EDM approaches for forecasting students' performance using different data mining techniques. In addition, this paper also presents an evaluation of recent classification algorithms and feature selection algorithms used in educational data mining. Furthermore, the paper will guide the researchers on new and possible dimensions in building a prediction model in EDM. Copyright © 2021 Inderscience Enterprises Ltd.","2021","2023-01-03 16:54:18","2023-01-03 16:54:18","","110-131","","1-2","20","","","","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\nasta\Zotero\storage\WMT5FRXR\Zaffar et al. - 2021 - A review on feature selection methods for improvin.pdf","","","Classification algorithms; EDM; Educational data mining; Feature selection in educational data mining; Filter feature selection; Wrapper feature selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5E4XDT9C","journalArticle","2021","Aggarwal, D.; Mittal, S.; Bali, V.","Identifying non-performing students in higher educational institutions using data mining techniques","International Journal of Information System Modeling and Design","","1947-8186","10.4018/IJISMD.2021010105","","The educational institutes are focusing on improving the performance of students by using several data mining techniques. Since there is an increase in the number of drop out students every year, if we are able to predict whether a student will complete the course or not, it is possible to take some preventive actions beforehand. The primary data set used for modelling has been taken from a reputed technical institute of Uttar Pradesh which consists of data of 6,807 students containing 20 academic and non-academic attributes. The most relevant attributes are extracted using CorrelationAttributeEval (in WEKA) technique using Ranker search method which ranks the attributes as per their evaluation. Synthetic minority oversampling technique (SMOTE) filter is applied to deal with the skewed data set. The models are built from eight classifiers that are analysed for predicting the most appropriate model to classify whether a student will complete the course or withdraw his/her admission. © 2021 IGI Global. All rights reserved.","2021","2023-01-03 16:55:55","2023-01-03 16:55:55","","94-110","","1","12","","","","","","","","","","English","","","Scopus","","Scopus","","","","","","","Admission; Classification; Decision Tree; Drop-Out; Educational Data Mining; Ensemble Learning; Feature Selection; Multi-Layer Perceptron; Prediction; SMOTE; WEKA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KE5JC3BJ","journalArticle","2021","Jalota, C.; Agrawal, R.","Feature Selection Algorithms and Student Academic Performance: A Study","Advances in Intelligent Systems and Computing","","2194-5357","10.1007/978-981-15-5113-0_23","","In the present state of affairs, the motive behind every educational organization is to uplift the academic achievement of students. Educational data mining (EDM) is an upward field of research, and it is very helpful for academic institutions to predict the academic performance of the students. Educational datasets are the basis of various predictive models. Quality of these models can be improved by using feature selection (FS). To get the required benefits from the available data, there must be some tools for analysis and prediction. In lieu of the above, machine learning/data mining are most suitable. In educational data mining, for better accuracy of prediction models’ and quality of various educational datasets, feature selection (FS) plays a vital role. Feature selection (FS) algorithms abolish inappropriate information from the repositories of educational background so that performance of classifier in terms of accuracy could be increased and the same could be used for better decision. In lieu of the above, a best feature selection algorithm must be selected. In this paper, two filter selection approaches namely correlation feature selection (CFS) and wrapper-based feature selection have been used to demonstrate the importance of selection of a feature subset for a classification problem. The present paper aims to find the detailed investigation of filter feature selection algorithms along with the classification algorithms on a given dataset. We found result with numerous numbers of features from various Feature selection algorithms and classifiers which will help the researcher to discover the most excellent mixture of filter feature selection algorithms and its associated classifiers. The result indicates that SMO and J48 have the highest accuracy measures with the correlation feature selection algorithms, while Naïve Bayes has the highest accuracy measures with the wrapper subset feature selection algorithms for predicting high, medium and low grade for the students. © 2021, Springer Nature Singapore Pte Ltd.","2021","2023-01-03 16:56:11","2023-01-03 16:56:12","","317-328","","","1165","","","Feature Selection Algorithms and Student Academic Performance","","","","","","","English","","","Scopus","","Scopus","","ISBN: 9789811551123","","","","","Correlation feature selection; Feature selection algorithms; J48; Random forest; Wrapper feature selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E93JC924","journalArticle","2020","Urbina-Nájera, A.B.; Camino-Hampshire, J.C.; Cruz Barbosa, R.","University dropout: Prevention patterns through the application of educational data mining","RELIEVE - Revista Electronica de Investigacion y Evaluacion Educativa","","1134-4032","10.7203/relieve.26.1.16061","","Recently, the use of educational data mining techniques has gained great relevance when applied to performance prediction, creation of predictive retention models, behaviour profiles and school failure, amongst others. For the present paper we applied an attribute selection algorithm to identify the most important factors influencing drop out decision. Decision trees were used to define patterns that can alert an imminent dropout. A tool was adapted and administered online to 300 students from public HEIs, and 200 students from private HEIs currently enrolled on a higher education program. By means of the attribute selection algorithm, 27 relevant factors were found. Within the three main factors, the lack of counselling, an adequate student environment and academic follow-up were recognized, whilst, 7 patterns were found through the decision tree. These included factors such as: student environment, insufficient financial support, experience of an uncomfortable situation and place of career choice, amongst others. Finally, it has been seen that school drop-out does not depend on a single factor but is multifactorial. It is imperative to expand the sample to include other cities. This will enable various algorithms to be applied, providing greater information and leading to the establishment of accurate mechanisms for reducing university drop-out rates, according to the characteristics of the student population in each region. © 2020 Universidad de Valencia.","2020","2023-01-03 16:56:41","2023-01-03 16:56:41","","1-19","","1","26","","","University dropout","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\nasta\Zotero\storage\B33FBYU5\Urbina-Nájera et al. - 2020 - University dropout Prevention patterns through th.pdf","","","Computer learning; Counseling; Decision trees; Feature selection; Student environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKTP8G8T","journalArticle","2020","Sokkhey, P.; Okazaki, T.","Study on dominant factor for academic performance prediction using feature selection methods","International Journal of Advanced Computer Science and Applications","","2158-107X","10.14569/IJACSA.2020.0110862","","All educational institutions always try to investigate the learning behaviors of students and give early prediction toward student's outcomes for interventing and improving their learning performance. Educational data mining (EDM) offers various effective prediction models to predict student performance. Simultaneously, feature selection (FS) is a method of EDM that is utilized to determine the dominant factors that are needed and sufficient for the target concept. FS method extracts high-quality data that reduce the complexity of the prediction task that can increase the robustness of decision rule. In this paper, we provide a comparative study of feature selection methods for determining dominant factors that highly affect classification performance and improve the performance of prediction models. A new feature selection CHIMI based on ranked vector score is proposed. Analysis of feature sets of each FS method to get the dominant set is executed. The experimental results show that by using the dominant set of the proposed CHIMI method, the classification performance of the proposed models is significantly improved. © 2020, Science and Information Organization.","2020","2023-01-03 16:56:58","2023-01-03 16:56:58","","492-502","","8","11","","","","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\nasta\Zotero\storage\HLJNCXXL\Sokkhey and Okazaki - 2020 - Study on dominant factor for academic performance .pdf","","","Dominant factors; Educational data mining; Feature selection methods; Prediction models; Student performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZUGVBV3","journalArticle","2020","Sokkhey, P.; Okazaki, T.","Developing web-based support systems for predicting poor-performing students using educational data mining techniques","International Journal of Advanced Computer Science and Applications","","2158-107X","10.14569/IJACSA.2020.0110704","","The primary goal of educational systems is to enrich the quality of education by maximizing the best results and minimizing the failure rate of poor-performing students. Early predicting student performance has become a challenging task for the improvement and development of academic performance. Educational data mining is an effective discipline of data mining concerned with information integrated into the education domain. The study is of this work is to propose techniques in educational data mining and integrate it into a web-based system for predicting poor-performing students. A comparative study of prediction models was conducted. Subsequently, high performing models were developed to get higher performance. The hybrid random forest named Hybrid RF produces the most successful classification. For the context of intervention and improving the learning outcomes, a novel feature selection method named MICHI, which is the combination of mutual information and chi-square algorithms based on the ranked feature scores is introduced to select a dominant set and improve performance of prediction models. By using the proposed techniques of educational data mining, and academic performance prediction system is subsequently developed for educational stockholders to get an early prediction of student learning outcomes for timely intervention. Experimental results and evaluation surveys report the effectiveness and usefulness of the developed academic prediction system. The system is used to help educational stakeholders for intervening and improving student performance. © 2020 Science and Information Organization.","2020","2023-01-03 16:57:18","2023-01-03 16:57:18","","23-32","","7","11","","","","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\nasta\Zotero\storage\S7KWIDYP\Sokkhey and Okazaki - 2020 - Developing web-based support systems for predictin.pdf","","","Academic performance prediction systems; Dominant factors; Educational data mining; Feature selection methods; Prediction models; Student performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QUC39RZ","journalArticle","2020","Das, D.; Shakir, A.K.; Rabbani, M.S.G.; Rahman, M.; Shaharum, S.M.; Khatun, S.; Fadilah, N.B.; Qaiduzzaman, K.M.; Islam, M.S.; Arman, M.S.","A Comparative Analysis of Four Classification Algorithms for University Students Performance Detection","Lecture Notes in Electrical Engineering","","1876-1100","10.1007/978-981-15-2317-5_35","","The student’s performance plays an important role in producing the best quality graduate who will responsible for the country’s economic growth and social development. The labor market also concerns with student’s performance because the fresh graduate students are considered as an employee depends on their academic performance. So, identification of the reason behind student’s performance variation provides valuable information for planning education and policies. Many researchers try to find out the reason with different types of data mining approaches in different countries. However, none of them worked with Bangladeshi students. This paper proposed a model for identifying the key factors of variation Bangladeshi students’ academic performance and predicts their results. This paper proposes a model which able to identify the students who need special attention. Different types of feature selection methods were used such as Co-relation, Chi-Square and Euclidean distance to select valuable features and feature selections result through decision tree, Naive Bayes, K-nearest neighbor and Artificial Neural Network classifiers algorithm were compared. The performance analysis is done by using student SGPA and review on given facilities from a university. From the performance analysis result it is found that, decreasing number of classes in dataset, the Artificial Neural Network (ANN) (93.70%) performs better than Decision Tree (DT) (92.18%), K-Nearest Neighbors (KNN) (77.74%) and Naïve Bayes (NB) (68.33%). However, an increasing number of classes in dataset the DT perform better than ANN, KNN, NB. © 2020, Springer Nature Singapore Pte Ltd.","2020","2023-01-03 16:57:30","2023-01-03 16:57:30","","415-424","","","632","","","","","","","","","","English","","","Scopus","","Scopus","","ISBN: 9789811523168","","","","","Academic performance (AP); Cumulative grade point average (CGPA); Educational data mining (EDM); Feature selection (FS); Semester grade point average (SGPA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XJ86XXW","journalArticle","2020","Farissi, A.; Dahlan, H.M.; Samsuryadi","Genetic algorithm based feature selection for predicting student’s academic performance","Advances in Intelligent Systems and Computing","","2194-5357","10.1007/978-3-030-33582-3_11","","Recently, student’s academic performance prediction has become an increasingly prominent research topic in the field of Educational Data Mining (EDM). The prediction of student’s academic performance aims to explore information that is beneficial to the learning process of student. Therefore, accurate prediction of student’s academic performance provide benefits for education institutions to improve the quality of their institutions by improving the learning process of students. In predicting the student’s academic performance, the problem of high dimensional dataset is often faced in the datasets which significantly impacts the accuracy of student academic performance prediction. This paper proposed Genetic Algorithm based Feature Selection (GAFS) along with selected single classifier for classification in order to improve the accuracy in predicting student academic performance. Kaggle dataset is used in this paper and two phase of experiment have been conducted, single classifier without GAFS, and single classifier with GAFS. Results from the experiments show that, the accuracy of the proposed GAFS for classification makes an impressive performance in predicting student academic performance in terms of accuracy compare to existing techniques. © Springer Nature Switzerland AG 2020.","2020","2023-01-03 16:57:44","2023-01-03 16:57:44","","110-117","","","1073","","","","","","","","","","English","","","Scopus","","Scopus","","ISBN: 9783030335816","","","","","Classification; Feature selection; Genetic Algorithm; Prediction; Student academic performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7R75KZJ","conferencePaper","2019","Ajibade, S.-S.M.; Bahiah Binti Ahmad, N.; Mariyam Shamsuddin, S.","Educational Data Mining: Enhancement of Student Performance model using Ensemble Methods","","","","10.1088/1757-899X/551/1/012061","","Nowadays, Educational Data Mining (EDM), begun as a new research area due to the broadening of numerous statistical approaches that are used to perform data exploration in educational settings. One of the applications of EDM is the prediction of performance of students. In a web based education system, the behavioural features of learners are very significant in showing the interaction between students and the LMS. In this paper, our aim is to propose a new performance prediction model for students which is based on data mining methods which includes new features known as behavioural features of students and based on sequential feature selection which is used to identify most important features. The proposed performance model is evaluated using classifiers such as Support Vector Machine (SVM), K-Nearest Neighbour (KNN) and Decision Tree (DT). Furthermore, so as to enhance the classifiers performance, the ensemble methods such as Bagging, Boosting and Random Forest were applied. The achieved results show that there exists a strong relationship between behaviour of students and their academic performance. An accuracy of 91.5% was gotten when the ensemble methods were applied to the classifiers to improve the academic performance. Thus, the result gotten shows the reliability of the proposed model. © 2019 Published under licence by IOP Publishing Ltd.","2019","2023-01-03 16:58:07","2023-01-03 16:58:07","","","","","551","","","Educational Data Mining","","","","","","","English","","","Scopus","","Scopus","","ISSN: 1757-8981 Issue: 1","","C:\Users\nasta\Zotero\storage\KBLWIB4N\Ajibade et al. - 2019 - Educational Data Mining Enhancement of Student Pe.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IOP Conference Series: Materials Science and Engineering","","","","","","","","","","","","","","",""
"NRAIR7EC","journalArticle","2019","Sultana, J.; Usha Rani, M.; Farquad, M.A.H.","Student’s performance prediction using deep learning and data mining methods","International Journal of Recent Technology and Engineering","","2277-3878","","","Educational organizations are unique and play utmost significant role for the development of any country. As Education transforms the lives of individuals, families, communities, societies, countries and ultimately the world! This is why we live comfortable lives today. Now a day’s education is not limited to only the classroom teaching but it goes beyond that like Online Education System, Web-based Education System, Seminars, Workshops, MOOC course. becomes It’s more challenging to Predict student’s performance because of the huge bulks of data stored in the environments of Educational databases, Learning Management databases.Students’ performance can be evaluated with the help of various available techniques.Data Mining is the most prevalent techniques to evaluate students’ performance and is extensively used in Educational sector known as Educational data mining. It is evolving area of study that emphases on various techniques of data mining like classification, prediction, feature selection. It is employed on learning recordsor data related to education to predict the students’ performance and learning behavior by extracting the hidden knowledge. EDM is a methodology or like a procedure which is used to mine valuable information and patterns or forms from a massive educational database. Subsequently, the student’s performance is predicted from the obtained useful information and patterns. The prime motto of our study is to discover the performance of students using some classification techniques and discovering the best one which yields optimal results. Educational Dataset is collected from a Saudi University database. The dataset is pre-processed to filter duplicate records; missing fields are identified and filled with the destined data. Deep Learning techniques like Deep Neural Net and Data Mining techniques like Random Forest, SVM, Decision Tree and Naïve Bayes are employed on the data set using Weka and Rapid Miner tools. Results achieved are evaluated on few metrics. Deep Neural Network and Decision Tree outstands in predicting students’ performance compared to other techniques by producing deep predictions and obtains the best results like high accuracy, kappa-statistic, Sensitivity and Specificity are also determined. © BEIESP.","2019","2023-01-03 16:58:19","2023-01-03 16:58:19","","1018-1021","","1 Special Issue 4","8","","","","","","","","","","English","","","Scopus","","Scopus","","","","","","","Decision tree; Deep learning; Educational Data Mining (EDM); Naïve Bayes and SVM; Random forest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GZPVWQL","journalArticle","2018","Zhou, Q.; Quan, W.; Zhong, Y.; Xiao, W.; Mou, C.; Wang, Y.","Predicting high-risk students using Internet access logs","Knowledge and Information Systems","","0219-1377","10.1007/s10115-017-1086-5","","Predicting student performance (PSP) is of great use from an educational perspective, especially for high-risk students who need timely help to complete their studies. Previous PSP studies construct prediction models mainly on data collected from questionnaires or some specific learning systems. Instead, students’ Internet access logs were used in this study to predict high-risk students. Since the raw data in log files are high-dimensional, complex and full of noise, several methods were proposed for the preprocessing of the data source. A high-dimensional feature selection framework is then designed to prepare features for the construction of a prediction model with good trade-off between computational efficiency and prediction performance. Experiments showed that the proposed prediction model can identify about 85% of high-risk students. Some online characteristics of high-risk students were also discovered, which might help student counselors and educational researchers better understand the relationship between students’ Internet use and their academic performance. © 2017, Springer-Verlag London Ltd.","2018","2023-01-03 16:58:40","2023-01-03 16:58:40","","393-413","","2","55","","","","","","","","","","English","","","Scopus","","Scopus","","","","","","","Classification; Educational data mining; Feature selection; Predicting student performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
