"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LPS5GLEY","conferencePaper","2019","Turabieh, Hamza","Hybrid Machine Learning Classifiers to Predict Student Performance","2019 2nd International Conference on new Trends in Computing Sciences (ICTCS)","","","10.1109/ICTCS.2019.8923093","","Recently, machine learning technology has been involved successfully in our life in an extreme manner in various domains. In this paper, we investigate the machine learning concept for educational data mining systems, that focus on developing new approaches to discover meaningful knowledge from stored data. Educational data come from different resources such as academic data from students, virtual courses, e-learning log files, and so on. Predicting student marks is a challenging problem in the educational sector. We applied a hybrid feature selection algorithm with different machine learning classifiers (i.e. nearest neighbors (kNN), Convolutional Neural Network (CNN), Naïve Bayes (NB) and decision trees (C4.5)) to predict the student's performance. A feature selection algorithm is used to select the most valuable features. In this paper, we applied a binary genetic algorithm as a wrapper feature selection. A benchmark dataset is used from UCI Machine Learning Repository, and the obtained results show excellent performance.","2019-10","2023-01-03 16:22:46","2023-01-03 16:22:46","","1-6","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\nasta\Zotero\storage\PICJCZRG\Turabieh - 2019 - Hybrid Machine Learning Classifiers to Predict Stu.pdf","","","Decision trees; Feature extraction; Feature selection; Genetic algorithms; Machine learning; Machine learning algorithms; Prediction algorithms; Sociology; Student performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 2nd International Conference on new Trends in Computing Sciences (ICTCS)","","","","","","","","","","","","","","",""
"UFH79BF2","conferencePaper","2020","Lottering, Roderick; Hans, Robert; Lall, Manoj","A model for the identification of students at risk of dropout at a university of technology","2020 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems (icABCD)","","","10.1109/icABCD49160.2020.9183874","","Development has been seen in the advanced education segment in South Africa. With this development, an expansion in the dropout rate is noticed. This study explores the adequacy of dimensional decrease and concentrates the significant data covered up in the student information for the identification of students in danger of dropout. This study depends on educational data mining techniques and makes forecasts of dropout goal of understudies from courses. In the test, the researchers show promising outcomes with information from the recognition courses of a University of Technology.","2020-08","2023-01-03 16:22:48","2023-01-03 16:22:48","","1-8","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\nasta\Zotero\storage\42I9BQ87\Lottering et al. - 2020 - A model for the identification of students at risk.pdf","","","Big Data; Data mining; Databases; Education; educational data mining; feature selection; learner analytics; Logistics; Mathematical model; prediction; student dropout; Support vector machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems (icABCD)","","","","","","","","","","","","","","",""
"BNF3LW5A","conferencePaper","2019","Wu, Bo; Qu, Shaojie; Ni, Yin; Zhou, Yemin; Wang, Pengxiang; Li, Qiwen","Predicting student performance using weblogs","2019 14th International Conference on Computer Science & Education (ICCSE)","","","10.1109/ICCSE.2019.8845440","","In the past few years, increasing numbers of researchers are focusing on educational data mining. Previous researchers have built models to predict student performance regarding behavior on online learning platforms, data on canteen consumption, and so on. Students' behavior on the web has also been linked to academic performance. As the considerable quantity of weblog data and the low informativeness of unit data, it is difficult to process weblog data quickly and to examine the relationship between students' online behavior and performance. In this paper, we aim to examine the relationship between student online behaviors and performance in a timely manner. We first optimize the data processing speed in Hadoop which stores the weblog data, and then propose a method to select the features that most affect student performance. Finally, we propose methods to predict the relationship between these features and student achievement. The experimental results show that the number of visits to some websites is positively correlated with students' performance while some are negatively correlated. The accuracy using long short-term memory (LSTM) to predict student academic performance reached 81.22%. In this paper, we contribute to accelerating weblog processing and finding the relationship between online behaviors and student academic performance.","2019-08","2023-01-03 16:22:50","2023-01-03 16:22:50","","616-621","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2473-9464","","C:\Users\nasta\Zotero\storage\W4XUSHNM\Wu et al. - 2019 - Predicting student performance using weblogs.pdf","","","Computer science; educational data mining; feature selection; Hadoop; LSTM; performance prediction; weblogs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 14th International Conference on Computer Science & Education (ICCSE)","","","","","","","","","","","","","","",""
"P4LHBIHA","conferencePaper","2021","Alharbi, Ibrahim A; Almalki, Ali Jaber; Zou, Cliff C.","Hyperparameter Optimization and Comparison of Student Performance Prediction Algorithms","2021 International Conference on Computational Science and Computational Intelligence (CSCI)","","","10.1109/CSCI54926.2021.00207","","Educational Data Mining is the process of extracting information from datasets with educational relevance. This process of information extraction can be extremely insightful and useful for policy decision making but also small scale interventions. In our research, we optimize model configurations and hyperparameters of student performance prediction pipelines. Our models target to predict student performance based on data gathered in Portuguese schools pertaining to the subjects of Mathematics and Portuguese. The target variable is either cast in two or five bins and we train separate models for each of the tasks. We search model configurations amongst three different feature selection algorithms and 7 different classifiers implemented in scikit-learn. Our search spans 2000 iterations overall different experiment setup permutations. We successfully develop novel model configurations that perform exceptionally well. Furthermore, we set an important precedent showing the utility of hyperparameter selection and model search for Educational Data Mining.","2021-12","2023-01-03 16:22:52","2023-01-03 16:22:52","","889-894","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\nasta\Zotero\storage\V32J8PMM\Alharbi et al. - 2021 - Hyperparameter Optimization and Comparison of Stud.pdf","","","Data mining; Data models; EDM; Education; Mathematical models; Optuna; Pipelines; Prediction algorithms; Predictive models; Python; Scientific computing; sklearn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 International Conference on Computational Science and Computational Intelligence (CSCI)","","","","","","","","","","","","","","",""
"KMA4MMBQ","conferencePaper","2019","Al Breiki, Balqis; Zaki, Nazar; Mohamed, Elfadil A.","Using Educational Data Mining Techniques to Predict Student Performance","2019 International Conference on Electrical and Computing Technologies and Applications (ICECTA)","","","10.1109/ICECTA48151.2019.8959676","","Educational Data Mining (EDM) involves the extraction of concepts and similar useful information from data sets that store information about academic work. EDM incorporates a toolkit, techniques, and ways of designing research that can automatically reveal correlations and patterns from substantial data sets harvested within educational environments. Making predictions of student attainment has become a significant challenge as educational data sets contain so much data. However, Learning Outcome Assessments (LOA) are crucial both for assessing and effecting improvements in teaching and learning quality and to guide individual students' development. This research aims to make student performance predictions more efficient and accurate, having the aim of offering educational institutions information crucial to improvement of learning outcomes as early as possible. This paper employs regression and several machine learning methods for the development of learning models that can offer accurate predictions of student GPA. Additionally, a number of attribute evaluator methodologies were employed for the identification of those elements that significantly influence a student's total performance.","2019-11","2023-01-03 16:22:54","2023-01-03 16:22:54","","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\nasta\Zotero\storage\73JHSJZ4\Al Breiki et al. - 2019 - Using Educational Data Mining Techniques to Predic.pdf","","","attribute selection; Educational Data Mining; machine learning classifier; regression; student performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 International Conference on Electrical and Computing Technologies and Applications (ICECTA)","","","","","","","","","","","","","","",""
"2PVRXSNP","conferencePaper","2019","Ajibade, Samuel-Soma M.; Ahmad, Nor Bahiah; Shamsuddin, Siti Mariyam","An Heuristic Feature Selection Algorithm to Evaluate Academic Performance of Students","2019 IEEE 10th Control and System Graduate Research Colloquium (ICSGRC)","","","10.1109/ICSGRC.2019.8837067","","The value of schooling and academic performance of student is the topmost priority of all academic institutions. Educational Data Mining (EDM) is an evolving area of research which aids academic institutions to enhance their student's performances. Feature Selection algorithms eradicates inapt and unrelated data from the dataset, thereby increasing the classifiers performances that are utilized in EDM. This aim of this paper is to evaluate the performance of students utilizing a heuristic technique known as Differential Evolution for feature selection algorithms on the dataset of students and some other feature selection algorithms have also been used which have never been used before on the dataset. Also, classification techniques such as Naïve Bayes (NB), Decision Tree (DT), K-Nearest Neighbor (KNN) and Discriminant Analysis (DISC) were used to evaluate. The Differential Evolution (DE) algorithm is proposed as a better feature selection algorithm for evaluating the academic performance of students and this gave a better accuracy than other feature selection algorithm that were used. The outcome of the different feature selection algorithms and classification techniques will help researchers to find the finest combinations of the classifiers and feature selection algorithms. This paper is a step towards playing an important role in enhancing the standard of education in academic institutions and also to carefully guide researchers in strategically interfering in academic issues.","2019-08","2023-01-03 16:22:56","2023-01-03 16:22:56","","110-114","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\nasta\Zotero\storage\YLY7C5CZ\Ajibade et al. - 2019 - An Heuristic Feature Selection Algorithm to Evalua.pdf","","","classification algorithm; Classification algorithms; Control systems; Data mining; differential evolution; educational data mining; Feature extraction; feature selection algorithm; Heuristic algorithms; Performance evaluation; Prediction algorithms; student performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 IEEE 10th Control and System Graduate Research Colloquium (ICSGRC)","","","","","","","","","","","","","","",""
"DK6BVNGC","conferencePaper","2020","Ahmed, Md. Rakib; Tahid, Sheikh Tariqul Islam; Mitu, Nazneen Akter; Kundu, Pipasha; Yeasmin, Soniya","A Comprehensive Analysis on Undergraduate Student Academic Performance using Feature Selection Techniques on Classification Algorithms","2020 11th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","","","10.1109/ICCCNT49239.2020.9225341","","Educational Data Mining (EDM) is a growing research field that is applied to analyze and predict student's academic performance and makes intervention approaches to elevate that performance. It is a field of study, which is related to various attributes for analysis student's details such as name, attendance, class test, lab test, spot test, assignment and result in the educational institution. In this study, we mainly focus on calculating the academic performance of undergraduate students with a predictive data mining model by using feature selection techniques with classification algorithms. Feature selection techniques are introduced on the data preprocessing process to find the most inherent and important attributes so that we analyze and evaluate the student's better performance by using classifiers with those selected attributes. For this purpose, we collected 800 student's records of the final year, studying at the undergraduate level of the department of Computer Science and Engineering from North Western University, Khulna. Here, we used and evaluated the performance of four feature selection methods: genetic algorithms, gain ratio, relief, and information gain and five classification algorithms: K-Nearest Neighbor, Naïve Bayes, Bagging, Random forest, and J48 Decision Tree. The experimental results depict that Genetic algorithms method provides the best accuracy 91.37% with KNN classifier.","2020-07","2023-01-03 16:22:58","2023-01-03 16:22:58","","1-6","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\nasta\Zotero\storage\LGZDWWMX\Ahmed et al. - 2020 - A Comprehensive Analysis on Undergraduate Student .pdf","","","Bagging; classification algorithm; Classification algorithms; Data mining; Educational data mining; Feature extraction; feature selection; genetic algorithm; Prediction algorithms; Predictive models; Random forests; student performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 11th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","","","","","","","","","","","","","","",""
"QVIHHBCK","journalArticle","2022","Abdelkader, Hanan E.; Gad, Ahmed G.; Abohany, Amr A.; Sorour, Shaymaa E.","An Efficient Data Mining Technique for Assessing Satisfaction Level With Online Learning for Higher Education Students During the COVID-19","IEEE Access","","2169-3536","10.1109/ACCESS.2022.3143035","","All the educational organizations mainly aim at elevating the academic performance of students for improving the overall quality of education. In this direction, Educational Data Mining (EDM) is a rapidly trending research area that utilizes the essence of Data Mining (DM) concepts to help academic institutions figure out useful information on the Student Satisfaction Level (SSL) with the Online Learning process (OL) during COVID-19 lock-down. Different practices have been tried with EDM to predict students’ behaviors to reach the best educational settings. Therefore, Feature Selection (FS) is typically employed to find the most relevant subset of features with minimum cardinality. As the predictive accuracy of a satisfaction model is significantly influenced by the FS process, the effectiveness of the SSL model is elaborately studied in this paper in connection with FS techniques. In this connection, a dataset was first collected online via a questionnaire of student reviews on OL courses. Using this datatset, the performance of wrapper FS techniques in DM and classification algorithms was analyzed in terms of fitness values. Ultimately, the goodness of subsets with different cardinalities is evaluated in terms of prediction accuracy and number of selected features by measuring the quality of 11 wrapper-based FS algorithms and the $k$ -Nearest Neighbor ( $k$ -NN) and Support Vector Machine (SVM) as base-line classifiers. Based on the experiments, the optimal dimensionality of the feature subset was revealed, as well as the best method. The findings of the present study evidently support the well-known conjunction of the existence of minimum number of features and an increase in predictive accuracy. It is remarkable the relevancy of FS for high-accuracy SSL prediction, as the relevant set of features can effectively assist in deriving constructive educational strategies. Our study contributes a feature size reduction of up to 80% along with up to 100% classification accuracy on the adopted real-time dataset.","2022","2023-01-03 16:23:00","2023-01-03 16:23:00","","6286-6303","","","10","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Access","","C:\Users\nasta\Zotero\storage\B59V9KWA\Abdelkader et al. - 2022 - An Efficient Data Mining Technique for Assessing S.pdf","","","Classification; Classification algorithms; COVID-19; Data mining; Education; educational data mining (EDM); Epidemics; feature selection (FS); machine learning (ML); online learning (OL); Optimization; student satisfaction level (SSL); Support vector machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NG9ZQG7W","conferencePaper","2021","Gera, Tanvi; Panwar, Anoushka; Malhotra, Neha; Malhotra, Dheeraj","AFSA: A comprehensive analysis of Educational Big Data using the Advanced Feature Selection Algorithm","2021 International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE)","","","10.1109/ICACITE51222.2021.9404745","","The collection of the necessary information for predicting the academic progress of students can be an exhausting process due to inconsistencies and redundancies present in the data. Traditional machine learning algorithms as discussed in the literature contain certain drawbacks in terms of lack of accuracy, prediction analysis, and hence unable to establish the results of student performance. The objective of this paper is to propose an Advanced Feature Selection Algorithm to effectively apply educational data mining for performance. The algorithm is based upon Hadoop and Map Reduce framework. This study also consists of a comparative analysis of various feature selection algorithms such as jrip, naïve Bayes, decision table, etc., which evaluates the correctness of the data based on three parameters: memory, accuracy, and f-metrics. Overall, as per results received from comparative analysis, our proposed algorithm is a faster, accurate, and efficient way for administering educational data mining when compared to other algorithms.","2021-03","2023-01-03 16:23:03","2023-01-03 16:23:03","","349-353","","","","","","AFSA","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\nasta\Zotero\storage\AM7D7P5K\Gera et al. - 2021 - AFSA A comprehensive analysis of Educational Big .pdf","","","Advanced Feature Selection Algorithm (AFSA); Big Data; Classification; Data mining; Educational Data Mining; Feature extraction; Hadoop and MapReduce; Machine learning algorithms; Prediction algorithms; Redundancy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE)","","","","","","","","","","","","","","",""
"LZSTUVPJ","conferencePaper","2021","Memon, Muhammad Qasim; Qu, Shengquan; Lu, Yu; Memon, Aasma; Memon, Abdul Rehman","An Ensemble Classification Approach Using Improvised Attribute Selection","2021 22nd International Arab Conference on Information Technology (ACIT)","","","10.1109/ACIT53391.2021.9677093","","The advancement in data mining allows educational data to find patterns, improving the quality of the educational processes. Assessment of students' performance is of great importance for themselves as well as benefitting the educational institutes. In this regard, main attributes are generally proclaimed in the educational data mining (EDM) settings as a significant concern in learning analytics. In this research, we improved the prediction of students' performance. We evaluated the features containing six attributes in several domains: demographic, personal, academic, parental support, psychometric, and learning logs. The prediction of different classification algorithms using ensemble methods affects the accuracy and comprehensibility of the early prediction. To do so, we improvised attributes selection techniques applied to the data containing 11814 students in the biology course. The validation of the classification algorithms achieves better accuracy with ensemble methods. The result performances show the appropriateness of performing prediction and evaluating both filter and wrapper-based methods for feature selection. Our findings also show the students' performance with the most impactful features using ensemble methods and the feasibility of creating a prediction model with a reasonable accuracy rate.","2021-12","2023-01-03 16:23:06","2023-01-03 16:23:06","","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\nasta\Zotero\storage\C3P2FR64\Memon et al. - 2021 - An Ensemble Classification Approach Using Improvis.pdf","","","and Filter Methods; Biology; Classification algorithms; Data mining; Educational Data Mining; Ensemble Classification; Feature extraction; Filtering algorithms; Information filters; Machine Learning; Predictive models; Students' Performance; Wrapper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 22nd International Arab Conference on Information Technology (ACIT)","","","","","","","","","","","","","","",""
